-32.0012	-0.000364027
-31.8254	-0.00109208
-31.7375	-0.000667382
-31.7082	-0.000849396
-31.6789	-0.000364027
-31.6203	-0.000637047
-31.5031	-0.000303356
-31.4738	-0.00054604
-31.4445	-0.00054604
-31.3859	-0.000364027
-31.3566	-0.000879731
-31.3273	-0.000566264
-31.298	-0.000364027
-31.2688	-0.00054604
-31.2395	-0.00038425
-31.2102	-0.000414586
-31.1516	-0.00054604
-31.1223	-0.000667382
-31.093	-0.000370768
-31.0637	-0.000364027
-31.0344	-0.00062838
-31.0051	-0.000564242
-30.9758	-0.000463701
-30.9465	-0.000521772
-30.9172	-0.000485369
-30.8879	-0.000381871
-30.8586	-0.000553178
-30.8293	-0.000492953
-30.8	-0.000468632
-30.7707	-0.000429974
-30.7414	-0.000452917
-30.7121	-0.000490645
-30.6828	-0.000450558
-30.6535	-0.000423434
-30.6242	-0.000440218
-30.5949	-0.000427226
-30.5656	-0.00042752
-30.5363	-0.000378716
-30.507	-0.0004124
-30.4777	-0.000402202
-30.4484	-0.000420605
-30.4191	-0.000421448
-30.3898	-0.000395168
-30.3605	-0.000370768
-30.3313	-0.000406475
-30.302	-0.000370901
-30.2727	-0.000387595
-30.2434	-0.00039306
-30.2141	-0.000388476
-30.1848	-0.000379865
-30.1555	-0.000382798
-30.1262	-0.000370667
-30.0969	-0.000377906
-30.0676	-0.000372793
-30.0383	-0.000381851
-30.009	-0.000369823
-29.9797	-0.000374448
-29.9504	-0.000374459
-29.9211	-0.000372823
-29.8918	-0.000376579
-29.8625	-0.000377155
-29.8332	-0.000373264
-29.8039	-0.000375854
-29.7746	-0.000380206
-29.7453	-0.000369842
-29.716	-0.000394696
-29.6867	-0.000377141
-29.6574	-0.000376976
-29.6281	-0.000377966
-29.5988	-0.000369612
-29.5695	-0.000389667
-29.5402	-0.000393251
-29.5109	-0.00038124
-29.4816	-0.000382801
-29.4523	-0.000380628
-29.423	-0.00036056
-29.3938	-0.000387972
-29.3645	-0.000377448
-29.3352	-0.000385067
-29.3059	-0.000398547
-29.2766	-0.000384919
-29.2473	-0.000379052
-29.218	-0.000384779
-29.1887	-0.000379079
-29.1594	-0.000378179
-29.1301	-0.000399
-29.1008	-0.000376346
-29.0715	-0.000376642
-29.0422	-0.00039207
-29.0129	-0.000397616
-28.9836	-0.00038088
-28.9543	-0.000397863
-28.925	-0.000394362
-28.8957	-0.00039416
-28.8664	-0.000407478
-28.8371	-0.000376106
-28.8078	-0.000388788
-28.7785	-0.000401778
-28.7492	-0.00040753
-28.7199	-0.000374007
-28.6906	-0.000388935
-28.6613	-0.000383435
-28.632	-0.000393225
-28.6027	-0.000391935
-28.5734	-0.000386369
-28.5441	-0.000398112
-28.5148	-0.000382653
-28.4855	-0.000392256
-28.4563	-0.000388051
-28.427	-0.000392282
-28.3977	-0.000397501
-28.3684	-0.00039519
-28.3391	-0.000409702
-28.3098	-0.000396522
-28.2805	-0.000405461
-28.2512	-0.000399702
-28.2219	-0.000397474
-28.1926	-0.000411482
-28.1633	-0.000392861
-28.134	-0.000408541
-28.1047	-0.000405687
-28.0754	-0.000405252
-28.0461	-0.000419701
-28.0168	-0.000404759
-27.9875	-0.000404213
-27.9582	-0.000387823
-27.9289	-0.000407088
-27.8996	-0.000410922
-27.8703	-0.000411899
-27.841	-0.000415349
-27.8117	-0.000413525
-27.7824	-0.000395747
-27.7531	-0.000407112
-27.7238	-0.000416031
-27.6945	-0.000415943
-27.6652	-0.0004241
-27.6359	-0.000407987
-27.6066	-0.000387908
-27.5773	-0.000403713
-27.548	-0.000400044
-27.5188	-0.000408716
-27.4895	-0.000400097
-27.4602	-0.000390855
-27.4309	-0.000443977
-27.4016	-0.000405439
-27.3723	-0.000408845
-27.343	-0.000401167
-27.3137	-0.00040976
-27.2844	-0.000396021
-27.2551	-0.000389582
-27.2258	-0.000394438
-27.1965	-0.000417392
-27.1672	-0.000410464
-27.1379	-0.000406561
-27.1086	-0.000411067
-27.0793	-0.000386562
-27.05	-0.00041138
-27.0207	-0.000402636
-26.9914	-0.00040369
-26.9621	-0.000425
-26.9328	-0.000418345
-26.9035	-0.000421285
-26.8742	-0.000413279
-26.8449	-0.000420653
-26.8156	-0.00041584
-26.7863	-0.000431519
-26.757	-0.00041593
-26.7277	-0.00041304
-26.6984	-0.000418592
-26.6691	-0.000409789
-26.6398	-0.000422806
-26.6105	-0.000424056
-26.5813	-0.00042812
-26.552	-0.000429483
-26.5227	-0.000410652
-26.4934	-0.000401626
-26.4641	-0.000405555
-26.4348	-0.000413202
-26.4055	-0.000412792
-26.3762	-0.000393861
-26.3469	-0.000425366
-26.3176	-0.000409173
-26.2883	-0.000409052
-26.259	-0.000440648
-26.2297	-0.000420756
-26.2004	-0.000440064
-26.1711	-0.000415716
-26.1418	-0.000428835
-26.1125	-0.000424422
-26.0832	-0.000437372
-26.0539	-0.000418913
-26.0246	-0.000434117
-25.9953	-0.000439005
-25.966	-0.000413162
-25.9367	-0.000421671
-25.9074	-0.000415275
-25.8781	-0.000415125
-25.8488	-0.000407363
-25.8195	-0.000428101
-25.7902	-0.000435423
-25.7609	-0.000419989
-25.7316	-0.000413684
-25.7023	-0.000430326
-25.673	-0.00044146
-25.6438	-0.000418319
-25.6145	-0.000428069
-25.5852	-0.00043858
-25.5559	-0.000407961
-25.5266	-0.000429809
-25.4973	-0.000447328
-25.468	-0.000432681
-25.4387	-0.000445341
-25.4094	-0.000433257
-25.3801	-0.000447093
-25.3508	-0.000425218
-25.3215	-0.000425347
-25.2922	-0.000419135
-25.2629	-0.000427634
-25.2336	-0.00043871
-25.2043	-0.000431531
-25.175	-0.000430178
-25.1457	-0.000419844
-25.1164	-0.000405099
-25.0871	-0.000429729
-25.0578	-0.000425684
-25.0285	-0.000446173
-24.9992	-0.00042672
-24.9699	-0.00041753
-24.9406	-0.000428136
-24.9113	-0.000428981
-24.882	-0.000428428
-24.8527	-0.000440536
-24.8234	-0.000425915
-24.7941	-0.000424898
-24.7648	-0.000440047
-24.7355	-0.000431489
-24.7063	-0.000436365
-24.677	-0.000434916
-24.6477	-0.000440741
-24.6184	-0.0004281
-24.5891	-0.000425684
-24.5598	-0.00041065
-24.5305	-0.000424552
-24.5012	-0.000422263
-24.4719	-0.000431053
-24.4426	-0.000440413
-24.4133	-0.00043435
-24.384	-0.000439437
-24.3547	-0.000441415
-24.3254	-0.000446263
-24.2961	-0.000450419
-24.2668	-0.000440934
-24.2375	-0.000436186
-24.2082	-0.00042039
-24.1789	-0.000428302
-24.1496	-0.000440157
-24.1203	-0.000442819
-24.091	-0.000443438
-24.0617	-0.000442033
-24.0324	-0.000446319
-24.0031	-0.000463161
-23.9738	-0.000449009
-23.9445	-0.000455332
-23.9152	-0.000465043
-23.8859	-0.000448286
-23.8566	-0.000440498
-23.8273	-0.000443506
-23.798	-0.000462926
-23.7688	-0.000442928
-23.7395	-0.000445114
-23.7102	-0.000464779
-23.6809	-0.000439752
-23.6516	-0.000450197
-23.6223	-0.000449352
-23.593	-0.000434098
-23.5637	-0.000433334
-23.5344	-0.000466483
-23.5051	-0.00045347
-23.4758	-0.000430686
-23.4465	-0.000435107
-23.4172	-0.00044687
-23.3879	-0.000437504
-23.3586	-0.000437612
-23.3293	-0.000460888
-23.3	-0.000446436
-23.2707	-0.000449656
-23.2414	-0.000442616
-23.2121	-0.000444113
-23.1828	-0.000448382
-23.1535	-0.000435429
-23.1242	-0.00044834
-23.0949	-0.00045824
-23.0656	-0.000453392
-23.0363	-0.000466994
-23.007	-0.000473858
-22.9777	-0.000460089
-22.9484	-0.000465525
-22.9191	-0.000458923
-22.8898	-0.000468323
-22.8605	-0.000465243
-22.8313	-0.000461376
-22.802	-0.000457538
-22.7727	-0.000460482
-22.7434	-0.00047014
-22.7141	-0.000468622
-22.6848	-0.000468662
-22.6555	-0.000454249
-22.6262	-0.000491388
-22.5969	-0.000474024
-22.5676	-0.000462589
-22.5383	-0.000463128
-22.509	-0.000456448
-22.4797	-0.000465188
-22.4504	-0.000466152
-22.4211	-0.000456852
-22.3918	-0.000480109
-22.3625	-0.000461361
-22.3332	-0.000457504
-22.3039	-0.000468143
-22.2746	-0.000475106
-22.2453	-0.000469895
-22.216	-0.000467673
-22.1867	-0.000467407
-22.1574	-0.000466573
-22.1281	-0.000468516
-22.0988	-0.000479504
-22.0695	-0.000461159
-22.0402	-0.000461494
-22.0109	-0.000469273
-21.9816	-0.000486227
-21.9523	-0.000459663
-21.923	-0.000474617
-21.8938	-0.000472247
-21.8645	-0.000460138
-21.8352	-0.000458311
-21.8059	-0.000482953
-21.7766	-0.00047479
-21.7473	-0.000473541
-21.718	-0.000468887
-21.6887	-0.000468848
-21.6594	-0.00047027
-21.6301	-0.000485143
-21.6008	-0.000478198
-21.5715	-0.000461919
-21.5422	-0.000473406
-21.5129	-0.000454926
-21.4836	-0.000456258
-21.4543	-0.000474249
-21.425	-0.000471101
-21.3957	-0.000466375
-21.3664	-0.000471182
-21.3371	-0.000481227
-21.3078	-0.000467313
-21.2785	-0.000488983
-21.2492	-0.000464059
-21.2199	-0.000465605
-21.1906	-0.000471135
-21.1613	-0.000472042
-21.132	-0.000498852
-21.1027	-0.000489146
-21.0734	-0.000469488
-21.0441	-0.000475645
-21.0148	-0.000470201
-20.9855	-0.000495837
-20.9563	-0.000494036
-20.927	-0.000482375
-20.8977	-0.000477023
-20.8684	-0.000499411
-20.8391	-0.000471245
-20.8098	-0.000493198
-20.7805	-0.000468925
-20.7512	-0.000469278
-20.7219	-0.000485369
-20.6926	-0.00047578
-20.6633	-0.000488696
-20.634	-0.00050237
-20.6047	-0.000496492
-20.5754	-0.000484112
-20.5461	-0.000494092
-20.5168	-0.00048945
-20.4875	-0.000479777
-20.4582	-0.000488796
-20.4289	-0.000495689
-20.3996	-0.000479731
-20.3703	-0.000491792
-20.341	-0.000478122
-20.3117	-0.000493918
-20.2824	-0.00048784
-20.2531	-0.000490527
-20.2238	-0.000480523
-20.1945	-0.000501631
-20.1652	-0.000472907
-20.1359	-0.000488216
-20.1066	-0.000475577
-20.0773	-0.000490829
-20.048	-0.000491746
-20.0188	-0.000487616
-19.9895	-0.000477484
-19.9602	-0.000486975
-19.9309	-0.000480206
-19.9016	-0.000483169
-19.8723	-0.000494437
-19.843	-0.000484923
-19.8137	-0.000493031
-19.7844	-0.000488551
-19.7551	-0.000494373
-19.7258	-0.000490722
-19.6965	-0.000482597
-19.6672	-0.00049786
-19.6379	-0.000514965
-19.6086	-0.000486943
-19.5793	-0.000505724
-19.55	-0.000501966
-19.5207	-0.000501092
-19.4914	-0.000504002
-19.4621	-0.00051895
-19.4328	-0.000499395
-19.4035	-0.000511214
-19.3742	-0.000514121
-19.3449	-0.000499487
-19.3156	-0.000490885
-19.2863	-0.00051
-19.257	-0.000510275
-19.2277	-0.000511338
-19.1984	-0.000511121
-19.1691	-0.000497125
-19.1398	-0.000497927
-19.1105	-0.000493484
-19.0813	-0.000496919
-19.052	-0.000495294
-19.0227	-0.000510012
-18.9934	-0.000502054
-18.9641	-0.000507764
-18.9348	-0.000494641
-18.9055	-0.000503053
-18.8762	-0.000526713
-18.8469	-0.000501383
-18.8176	-0.000520475
-18.7883	-0.000511715
-18.759	-0.000503754
-18.7297	-0.000518984
-18.7004	-0.000503139
-18.6711	-0.000501485
-18.6418	-0.000506668
-18.6125	-0.000510137
-18.5832	-0.000507537
-18.5539	-0.000509467
-18.5246	-0.000520401
-18.4953	-0.000501407
